"yr","mfr","mfr name","bidx","vid","cfg","carline","car/truck","cid","police","rhp","ec1","ec2","ec3","ec4","ec5","evc","trns","drv","od","etw","cmp","axle","n/v","a/c","dhp","sil","prc","prp","tnum","fuel","C/H","avcd","wt","hc","co","co2","nox","pm","mpg","target-a","target-b","target-c","set-a","set-b","set-c","engine code","eng family","valves/cyl","mfr coastdown time"
1998,30,"Ford Motor Company",625,"8R31-3.0-F-554",1,"RANGER PICKUP 2WD","T",182,"N",147,8,20,99,"","","102","L4","R","2",3500,9,3.73,37,"Y",12.4,"1",2,31,1002835,6,"C","","",.13245,1.15732,479,.06631,"",18.5,"","","","","","","856FR05A","WFMXT03.0GAA",2,14.07
1998,30,"Ford Motor Company",625,"8R31-3.0-F-554",1,"RANGER PICKUP 2WD","T",182,"N",147,8,20,99,"","","102","L4","R","2",3500,9,3.73,37,"Y",12.4,"1",3,31,1002792,6,"H","","",.05223,1.06991,308,.16122,"",28.7,"","","","","","","856FR05A","WFMXT03.0GAA",2,14.07
1998,30,"Ford Motor Company",625,"8R31-3.0-F-554",2,"RANGER PICKUP 2WD","T",182,"N",147,8,20,99,"","","102","L4","R","2",3500,9,3.73,37,"Y",11.3,"1",2,31,1003939,6,"C","","",.10355,.89355,466,.05442,"",19,"","","","","","","856FR05N","WFMXT03.0GAA",2,14.09
1998,30,"Ford Motor Company",625,"8R31-3.0-F-554",2,"RANGER PICKUP 2WD","T",182,"N",147,8,20,99,"","","102","L4","R","2",3500,9,3.73,37,"Y",11.3,"1",3,31,1003940,6,"H","","",.04078,.86121,300,.1211,"",29.4,"","","","","","","856FR05N","WFMXT03.0GAA",2,14.09
1998,30,"Ford Motor Company",640,"8R31-3.0-F-560",0,"B SERIES 4X4","T",182,"N",147,8,20,99,"","","102","L4","4","2",4250,9,4.1,36.8,"Y",14.3,"1",2,1,1003111,6,"C","","",.08392,.83448,532,.06745,"",16.6,"","","","","","","856HR05A","WFMXT03.0JAA",2,13.19
1998,30,"Ford Motor Company",640,"8R31-3.0-F-560",0,"B SERIES 4X4","T",182,"N",147,8,20,99,"","","102","L4","4","2",4250,9,4.1,36.8,"Y",14.3,"1",3,1,1003112,6,"H","","",.02278,.4647,355,.02726,"",25,"","","","","","","856HR05A","WFMXT03.0JAA",2,13.19
1998,30,"Ford Motor Company",640,"8R31-3.0-F-560",2,"B SERIES 4X4","T",182,"N",147,8,20,99,"","","102","L4","4","2",4000,9,4.1,36.8,"Y",14.3,"1",2,31,1003504,6,"C","","",.09164,.80071,522,.07458,"",17,"","","","","","","856HR05A","WFMXT03.0JAA",2,12.56
1998,30,"Ford Motor Company",640,"8R31-3.0-F-560",2,"B SERIES 4X4","T",182,"N",147,8,20,99,"","","102","L4","4","2",4000,9,4.1,36.8,"Y",14.3,"1",3,31,1003505,6,"H","","",.02893,.6066,346,.05902,"",25.6,"","","","","","","856HR05A","WFMXT03.0JAA",2,12.56
1998,30,"Ford Motor Company",640,"8R31-3.0-E-837",2,"RANGER PICKUP 4WD","T",182,"N",147,8,20,99,"","","102","L4","4","2",4250,9,4.1,36.8,"Y",14.3,"1",2,1,1002562,6,"C","","",.0716802,.89625,533,.01881,"",16.6,"","","","","","","856RR05A","WFMXT03.0HAA",2,13.19
1998,30,"Ford Motor Company",640,"8R31-3.0-E-837",2,"RANGER PICKUP 4WD","T",182,"N",147,8,20,99,"","","102","L4","4","2",4250,9,4.1,36.8,"Y",14.3,"1",2,1,1002564,6,"C","","",.0609306,.80588,535,.03063,"",16.6,"","","","","","","856RR05A","WFMXT03.0HAA",2,13.19
1998,30,"Ford Motor Company",640,"8R31-3.0-E-837",2,"RANGER PICKUP 4WD","T",182,"N",147,8,20,99,"","","102","L4","4","2",4250,9,4.1,36.8,"Y",14.3,"1",3,1,1002563,6,"H","","",.0311368,.63886,359,.08008,"",24.7,"","","","","","","856RR05A","WFMXT03.0HAA",2,13.19
1998,30,"Ford Motor Company",640,"8R31-3.0-E-837",2,"RANGER PICKUP 4WD","T",182,"N",147,8,20,99,"","","102","L4","4","2",4250,9,4.1,36.8,"Y",14.3,"1",3,1,1002565,6,"H","","",.0239717,.461,357,.05686,"",24.8,"","","","","","","856RR05A","WFMXT03.0HAA",2,13.19
1998,30,"Ford Motor Company",640,"8R31-3.0-F-560",4,"RANGER PICKUP 4WD","T",182,"N",147,8,20,99,"","","102","L4","4","2",4000,9,3.73,35,"Y",14.3,"1",2,31,1004212,6,"C","","",.09336,.89764,504,.06243,"",17.6,"","","","","","","856HR05A","WFMXT03.0JAA",2,12.56
1998,30,"Ford Motor Company",640,"8R31-3.0-F-560",4,"RANGER PICKUP 4WD","T",182,"N",147,8,20,99,"","","102","L4","4","2",4000,9,3.73,35,"Y",14.3,"1",3,31,1004213,6,"H","","",.02225,.45614,333,.01245,"",26.6,"","","","","","","856HR05A","WFMXT03.0JAA",2,12.56
1998,30,"Ford Motor Company",641,"8R31-3.0-F-560",0,"B SERIES 4X4","T",182,"N",147,8,20,99,"","","102","L4","4","2",4250,9,4.1,36.8,"Y",14.3,"1",2,1,1003111,6,"C","","",.08392,.83448,532,.06745,"",16.6,"","","","","","","856HR05A","WFMXT03.0JAA",2,13.19
1998,30,"Ford Motor Company",641,"8R31-3.0-F-560",0,"B SERIES 4X4","T",182,"N",147,8,20,99,"","","102","L4","4","2",4250,9,4.1,36.8,"Y",14.3,"1",3,1,1003112,6,"H","","",.02278,.4647,355,.02726,"",25,"","","","","","","856HR05A","WFMXT03.0JAA",2,13.19
1998,30,"Ford Motor Company",641,"8R31-3.0-F-560",2,"B SERIES 4X4","T",182,"N",147,8,20,99,"","","102","L4","4","2",4000,9,4.1,36.8,"Y",14.3,"1",2,31,1003504,6,"C","","",.09164,.80071,522,.07458,"",17,"","","","","","","856HR05A","WFMXT03.0JAA",2,12.56
1998,30,"Ford Motor Company",641,"8R31-3.0-F-560",2,"B SERIES 4X4","T",182,"N",147,8,20,99,"","","102","L4","4","2",4000,9,4.1,36.8,"Y",14.3,"1",3,31,1003505,6,"H","","",.02893,.6066,346,.05902,"",25.6,"","","","","","","856HR05A","WFMXT03.0JAA",2,12.56
1998,30,"Ford Motor Company",641,"8R31-3.0-E-837",2,"RANGER PICKUP 4WD","T",182,"N",147,8,20,99,"","","102","L4","4","2",4250,9,4.1,36.8,"Y",14.3,"1",2,1,1002562,6,"C","","",.0716802,.89625,533,.01881,"",16.6,"","","","","","","856RR05A","WFMXT03.0HAA",2,13.19
1998,30,"Ford Motor Company",641,"8R31-3.0-E-837",2,"RANGER PICKUP 4WD","T",182,"N",147,8,20,99,"","","102","L4","4","2",4250,9,4.1,36.8,"Y",14.3,"1",2,1,1002564,6,"C","","",.0609306,.80588,535,.03063,"",16.6,"","","","","","","856RR05A","WFMXT03.0HAA",2,13.19
1998,30,"Ford Motor Company",641,"8R31-3.0-E-837",2,"RANGER PICKUP 4WD","T",182,"N",147,8,20,99,"","","102","L4","4","2",4250,9,4.1,36.8,"Y",14.3,"1",3,1,1002563,6,"H","","",.0311368,.63886,359,.08008,"",24.7,"","","","","","","856RR05A","WFMXT03.0HAA",2,13.19
1998,30,"Ford Motor Company",641,"8R31-3.0-E-837",2,"RANGER PICKUP 4WD","T",182,"N",147,8,20,99,"","","102","L4","4","2",4250,9,4.1,36.8,"Y",14.3,"1",3,1,1002565,6,"H","","",.0239717,.461,357,.05686,"",24.8,"","","","","","","856RR05A","WFMXT03.0HAA",2,13.19
1998,30,"Ford Motor Company",641,"8R31-3.0-F-560",4,"RANGER PICKUP 4WD","T",182,"N",147,8,20,99,"","","102","L4","4","2",4000,9,3.73,35,"Y",14.3,"1",2,31,1004212,6,"C","","",.09336,.89764,504,.06243,"",17.6,"","","","","","","856HR05A","WFMXT03.0JAA",2,12.56
1998,30,"Ford Motor Company",641,"8R31-3.0-F-560",4,"RANGER PICKUP 4WD","T",182,"N",147,8,20,99,"","","102","L4","4","2",4000,9,3.73,35,"Y",14.3,"1",3,31,1004213,6,"H","","",.02225,.45614,333,.01245,"",26.6,"","","","","","","856HR05A","WFMXT03.0JAA",2,12.56
1998,30,"Ford Motor Company",642,"8R32-3.0-F-566",5,"RANGER PICKUP 2WD","T",182,"N",147,8,20,99,"","","102","M5","4","2",4000,9,3.73,35.3,"Y",13.5,"1",2,31,1003216,6,"C","","",.08808,1.09792,467,.03408,"",18.9,"","","","","","","855HR05A","WFMXT03.0JAA",2,13.44
1998,30,"Ford Motor Company",642,"8R32-3.0-F-566",5,"RANGER PICKUP 2WD","T",182,"N",147,8,20,99,"","","102","M5","4","2",4000,9,3.73,35.3,"Y",13.5,"1",3,31,9000273,6,"H","","",.05286,.91466,315,.28038,"",28.1,"","","","","","","855HR05A","WFMXT03.0JAA",2,13.44
1998,30,"Ford Motor Company",642,"8R32-3.0-F-566",4,"RANGER PICKUP 4WD","T",182,"N",147,8,20,99,"","","102","M5","4","2",4000,9,3.73,35.4,"Y",14.3,"1",2,31,1005384,6,"C","","",.07737,1.08054,470,.05806,"",18.8,"","","","","","","855HR05A","WFMXT03.0JAA",2,12.56
1998,30,"Ford Motor Company",642,"8R32-3.0-F-566",4,"RANGER PICKUP 4WD","T",182,"N",147,8,20,99,"","","102","M5","4","2",4000,9,3.73,35.4,"Y",14.3,"1",3,31,1005385,6,"H","","",.02357,.37026,318,.07264,"",27.9,"","","","","","","855HR05A","WFMXT03.0JAA",2,12.56
1998,30,"Ford Motor Company",643,"8R32-3.0-F-566",5,"RANGER PICKUP 2WD","T",182,"N",147,8,20,99,"","","102","M5","4","2",4000,9,3.73,35.3,"Y",13.5,"1",2,31,1003216,6,"C","","",.08808,1.09792,467,.03408,"",18.9,"","","","","","","855HR05A","WFMXT03.0JAA",2,13.44
1998,30,"Ford Motor Company",643,"8R32-3.0-F-566",5,"RANGER PICKUP 2WD","T",182,"N",147,8,20,99,"","","102","M5","4","2",4000,9,3.73,35.3,"Y",13.5,"1",3,31,9000273,6,"H","","",.05286,.91466,315,.28038,"",28.1,"","","","","","","855HR05A","WFMXT03.0JAA",2,13.44
1998,30,"Ford Motor Company",643,"8R32-3.0-F-566",4,"RANGER PICKUP 4WD","T",182,"N",147,8,20,99,"","","102","M5","4","2",4000,9,3.73,35.4,"Y",14.3,"1",2,31,1005384,6,"C","","",.07737,1.08054,470,.05806,"",18.8,"","","","","","","855HR05A","WFMXT03.0JAA",2,12.56
1998,30,"Ford Motor Company",643,"8R32-3.0-F-566",4,"RANGER PICKUP 4WD","T",182,"N",147,8,20,99,"","","102","M5","4","2",4000,9,3.73,35.4,"Y",14.3,"1",3,31,1005385,6,"H","","",.02357,.37026,318,.07264,"",27.9,"","","","","","","855HR05A","WFMXT03.0JAA",2,12.56
1998,30,"Ford Motor Company",680,"7A31-3.8-C-287",2,"WINDSTAR FWD WAGON","T",232,"N",195,8,20,99,"","","102","L4","F","4",4250,9.3,3.56,31.7,"Y",9.4,"1",2,31,1005890,6,"C","","",.0736142,.77348,462,.08819,"",19.2,"","","","","","","862SR00A","WFMXT03.8AAA",2,16.79
1998,30,"Ford Motor Company",680,"7A31-3.8-C-287",2,"WINDSTAR FWD WAGON","T",232,"N",195,8,20,99,"","","102","L4","F","4",4250,9.3,3.56,31.7,"Y",9.4,"1",3,31,1005891,6,"H","","",.0061386,.08026,290,.02613,"",30.6,"","","","","","","862SR00A","WFMXT03.8AAA",2,16.79
1998,30,"Ford Motor Company",680,"7A31-3.8-C-287",3,"WINDSTAR FWD WAGON","T",232,"N",195,8,20,99,"","","102","L4","F","4",4250,9.3,3.56,31.7,"Y",9.4,"1",2,31,1006191,6,"C","","",.05982,.54625,457,.05595,"",19.4,"","","","","","","862TR00A","WFMXT03.8AAA",2,16.79
1998,30,"Ford Motor Company",680,"7A31-3.8-C-287",3,"WINDSTAR FWD WAGON","T",232,"N",195,8,20,99,"","","102","L4","F","4",4250,9.3,3.56,31.7,"Y",9.4,"1",3,31,1006192,6,"H","","",.0036434,.07757,292,.01416,"",30.4,"","","","","","","862TR00A","WFMXT03.8AAA",2,16.79
1998,30,"Ford Motor Company",680,"7A31-3.8-F-293",4,"WINDSTAR FWD WAGON","T",232,"N",200,8,20,99,"","","102","L4","F","4",4250,9.3,3.56,31.8,"Y",9.4,"1",2,31,1004813,6,"C","","",.06589,.86566,459,.08723,"",19.3,"","","","","","","862KR00A","WFMXT03.8ABA",2,16.79
1998,30,"Ford Motor Company",680,"7A31-3.8-F-293",4,"WINDSTAR FWD WAGON","T",232,"N",200,8,20,99,"","","102","L4","F","4",4250,9.3,3.56,31.8,"Y",9.4,"1",3,31,1004814,6,"H","","",.00238,.0648,292,.02338,"",30.4,"","","","","","","862KR00A","WFMXT03.8ABA",2,16.79
1998,30,"Ford Motor Company",681,"7A31-3.8-C-287",2,"WINDSTAR FWD WAGON","T",232,"N",195,8,20,99,"","","102","L4","F","4",4250,9.3,3.56,31.7,"Y",9.4,"1",2,31,1005890,6,"C","","",.0736142,.77348,462,.08819,"",19.2,"","","","","","","862SR00A","WFMXT03.8AAA",2,16.79
1998,30,"Ford Motor Company",681,"7A31-3.8-C-287",2,"WINDSTAR FWD WAGON","T",232,"N",195,8,20,99,"","","102","L4","F","4",4250,9.3,3.56,31.7,"Y",9.4,"1",3,31,1005891,6,"H","","",.0061386,.08026,290,.02613,"",30.6,"","","","","","","862SR00A","WFMXT03.8AAA",2,16.79
1998,30,"Ford Motor Company",681,"7A31-3.8-C-287",3,"WINDSTAR FWD WAGON","T",232,"N",195,8,20,99,"","","102","L4","F","4",4250,9.3,3.56,31.7,"Y",9.4,"1",2,31,1006191,6,"C","","",.05982,.54625,457,.05595,"",19.4,"","","","","","","862TR00A","WFMXT03.8AAA",2,16.79
1998,30,"Ford Motor Company",681,"7A31-3.8-C-287",3,"WINDSTAR FWD WAGON","T",232,"N",195,8,20,99,"","","102","L4","F","4",4250,9.3,3.56,31.7,"Y",9.4,"1",3,31,1006192,6,"H","","",.0036434,.07757,292,.01416,"",30.4,"","","","","","","862TR00A","WFMXT03.8AAA",2,16.79
1998,30,"Ford Motor Company",681,"7A31-3.8-F-293",4,"WINDSTAR FWD WAGON","T",232,"N",200,8,20,99,"","","102","L4","F","4",4250,9.3,3.56,31.8,"Y",9.4,"1",2,31,1004813,6,"C","","",.06589,.86566,459,.08723,"",19.3,"","","","","","","862KR00A","WFMXT03.8ABA",2,16.79
1998,30,"Ford Motor Company",681,"7A31-3.8-F-293",4,"WINDSTAR FWD WAGON","T",232,"N",200,8,20,99,"","","102","L4","F","4",4250,9.3,3.56,31.8,"Y",9.4,"1",3,31,1004814,6,"H","","",.00238,.0648,292,.02338,"",30.4,"","","","","","","862KR00A","WFMXT03.8ABA",2,16.79
1998,30,"Ford Motor Company",700,"8U32-4.0-H-623",1,"EXPLORER 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",4500,9,3.27,31,"Y",12.4,"1",2,31,1004357,6,"C","","",.13967,1.75913,478,.04095,"",18.5,"","","","","","","857BR00A","WFMXT04.0JAA",2,15.09
1998,30,"Ford Motor Company",700,"8U32-4.0-H-623",1,"EXPLORER 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",4500,9,3.27,31,"Y",12.4,"1",3,31,1004358,6,"H","","",.04026,.34106,323,.00542,"",27.4,"","","","","","","857BR00A","WFMXT04.0JAA",2,15.09
1998,30,"Ford Motor Company",700,"8U32-4.0-H-623",2,"EXPLORER 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",4250,9,3.27,31,"Y",12.4,"1",2,31,1004360,6,"C","","",.0686,.98021,488,.03641,"",18.1,"","","","","","","857BR00A","WFMXT04.0JAA",2,14.4
1998,30,"Ford Motor Company",700,"8U32-4.0-H-623",2,"EXPLORER 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",4250,9,3.27,31,"Y",12.4,"1",2,31,1004362,6,"C","","",.09496,1.24816,470,.02936,"",18.8,"","","","","","","857BR00A","WFMXT04.0JAA",2,14.4
1998,30,"Ford Motor Company",700,"8U32-4.0-H-623",2,"EXPLORER 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",4250,9,3.27,31,"Y",12.4,"1",3,31,1004359,6,"H","","",.02309,.32038,319,.00052,"",27.8,"","","","","","","857BR00A","WFMXT04.0JAA",2,14.4
1998,30,"Ford Motor Company",700,"8U32-4.0-H-623",2,"EXPLORER 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",4250,9,3.27,31,"Y",12.4,"1",3,31,1004361,6,"H","","",.04285,.31939,328,.0026,"",27,"","","","","","","857BR00A","WFMXT04.0JAA",2,14.4
1998,30,"Ford Motor Company",700,"8R32-4.0-F-592",2,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",3875,9,3.55,37.2,"Y",12.4,"1",2,1,1004313,6,"C","","",.09656,1.29957,467,.03459,"",18.9,"","","","","","","857HR05A","WFMXT04.0BAA",2,14.5
1998,30,"Ford Motor Company",700,"8R32-4.0-F-592",2,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",3875,9,3.55,37.2,"Y",12.4,"1",3,1,1004314,6,"H","","",.05207,.73611,320,.05811,"",27.6,"","","","","","","857HR05A","WFMXT04.0BAA",2,14.5
1998,30,"Ford Motor Company",701,"8U31-4.0-F-976",1,"EXPLORER 2WD","T",244,"N",160,8,20,99,"","","102","L5","R","2",4500,9,3.73,35.4,"Y",11.9,"1",2,1,1004217,23,"C","","",.0891551,1.14492,505,.10055,"",17.1,"","","","","","","858RR00A","WFMXT04.02DC",2,16.16
1998,30,"Ford Motor Company",701,"8U31-4.0-F-976",1,"EXPLORER 2WD","T",244,"N",160,8,20,99,"","","102","L5","R","2",4500,9,3.73,35.4,"Y",11.9,"1",3,1,1004218,23,"H","","",.0216579,.08278,334,.02067,"",26,"","","","","","","858RR00A","WFMXT04.02DC",2,16.16
1998,30,"Ford Motor Company",701,"8U31-4.0-F-976",2,"EXPLORER 2WD","T",244,"N",160,8,20,99,"","","102","L5","R","2",4500,9,3.73,33.5,"Y",12.4,"1",2,31,1004356,6,"C","","",.10145,1.58297,530,.04557,"",16.7,"","","","","","","858BR00A","WFMXT04.0JAA",2,15.09
1998,30,"Ford Motor Company",701,"8U31-4.0-F-976",2,"EXPLORER 2WD","T",244,"N",160,8,20,99,"","","102","L5","R","2",4500,9,3.73,33.5,"Y",12.4,"1",3,31,1004673,6,"H","","",.02568,.22942,348,.00482,"",25.5,"","","","","","","858BR00A","WFMXT04.0JAA",2,15.09
1998,30,"Ford Motor Company",701,"8R31-4.0-F-569",2,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","L5","R","2",4000,9,3.55,35.2,"Y",12.4,"1",2,31,1005170,6,"C","","",.08116,.843,487,.10272,"",18.2,"","","","","","","858HR05A","WFMXT04.0GAA",2,14.5
1998,30,"Ford Motor Company",701,"8R31-4.0-F-569",2,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","L5","R","2",4000,9,3.55,35.2,"Y",12.4,"1",3,31,1005171,6,"H","","",.04099,.73645,325,.08567,"",27.2,"","","","","","","858HR05A","WFMXT04.0GAA",2,14.5
1998,30,"Ford Motor Company",702,"8R31-4.0-F-569",0,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","L5","R","2",3750,9,3.55,35.2,"Y",12.4,"1",2,31,1003269,6,"C","","",.06318,.65681,486,.05951,"",18.2,"","","","","","","858HR05A","WFMXT04.0GAA",2,14.07
1998,30,"Ford Motor Company",702,"8R31-4.0-F-569",0,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","L5","R","2",3750,9,3.55,35.2,"Y",12.4,"1",3,31,9000264,6,"H","","",.05157,.69385,327,.12347,"",27.1,"","","","","","","858HR05A","WFMXT04.0GAA",2,14.07
1998,30,"Ford Motor Company",702,"8R31-4.0-F-569",2,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","L5","R","2",4000,9,3.55,35.2,"Y",12.4,"1",2,31,1005170,6,"C","","",.08116,.843,487,.10272,"",18.2,"","","","","","","858HR05A","WFMXT04.0GAA",2,14.5
1998,30,"Ford Motor Company",702,"8R31-4.0-F-569",2,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","L5","R","2",4000,9,3.55,35.2,"Y",12.4,"1",3,31,1005171,6,"H","","",.04099,.73645,325,.08567,"",27.2,"","","","","","","858HR05A","WFMXT04.0GAA",2,14.5
1998,30,"Ford Motor Company",703,"8R31-4.0-F-569",0,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","L5","R","2",3750,9,3.55,35.2,"Y",12.4,"1",2,31,1003269,6,"C","","",.06318,.65681,486,.05951,"",18.2,"","","","","","","858HR05A","WFMXT04.0GAA",2,14.07
1998,30,"Ford Motor Company",703,"8R31-4.0-F-569",0,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","L5","R","2",3750,9,3.55,35.2,"Y",12.4,"1",3,31,9000264,6,"H","","",.05157,.69385,327,.12347,"",27.1,"","","","","","","858HR05A","WFMXT04.0GAA",2,14.07
1998,30,"Ford Motor Company",703,"8R31-4.0-F-569",2,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","L5","R","2",4000,9,3.55,35.2,"Y",12.4,"1",2,31,1005170,6,"C","","",.08116,.843,487,.10272,"",18.2,"","","","","","","858HR05A","WFMXT04.0GAA",2,14.5
1998,30,"Ford Motor Company",703,"8R31-4.0-F-569",2,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","L5","R","2",4000,9,3.55,35.2,"Y",12.4,"1",3,31,1005171,6,"H","","",.04099,.73645,325,.08567,"",27.2,"","","","","","","858HR05A","WFMXT04.0GAA",2,14.5
1998,30,"Ford Motor Company",704,"8U32-4.0-H-623",2,"EXPLORER 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",4250,9,3.27,31,"Y",12.4,"1",2,31,1004360,6,"C","","",.0686,.98021,488,.03641,"",18.1,"","","","","","","857BR00A","WFMXT04.0JAA",2,14.4
1998,30,"Ford Motor Company",704,"8U32-4.0-H-623",2,"EXPLORER 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",4250,9,3.27,31,"Y",12.4,"1",2,31,1004362,6,"C","","",.09496,1.24816,470,.02936,"",18.8,"","","","","","","857BR00A","WFMXT04.0JAA",2,14.4
1998,30,"Ford Motor Company",704,"8U32-4.0-H-623",2,"EXPLORER 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",4250,9,3.27,31,"Y",12.4,"1",3,31,1004359,6,"H","","",.02309,.32038,319,.00052,"",27.8,"","","","","","","857BR00A","WFMXT04.0JAA",2,14.4
1998,30,"Ford Motor Company",704,"8U32-4.0-H-623",2,"EXPLORER 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",4250,9,3.27,31,"Y",12.4,"1",3,31,1004361,6,"H","","",.04285,.31939,328,.0026,"",27,"","","","","","","857BR00A","WFMXT04.0JAA",2,14.4
1998,30,"Ford Motor Company",704,"8R32-4.0-C-595",1,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",3750,9,3.55,32.1,"Y",12.4,"1",2,1,1003071,6,"C","","",.0480095,.48181,482,.12566,"",18.4,"","","","","","","857SR05A","WFMXT04.0AAA",2,13.59
1998,30,"Ford Motor Company",704,"8R32-4.0-C-595",1,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",3750,9,3.55,32.1,"Y",12.4,"1",3,1,1003072,6,"H","","",.0059117,.0031,329,.27752,"",27,"","","","","","","857SR05A","WFMXT04.0AAA",2,13.59
1998,30,"Ford Motor Company",704,"8R32-4.0-F-592",1,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",3750,9,3.55,37.2,"Y",12.4,"1",3,1,9000262,6,"H","","",.05423,.61668,324,.13092,"",27.4,"","","","","","","857FR05A","WFMXT04.0BAA",2,14.07
1998,30,"Ford Motor Company",704,"8R32-4.0-F-592",1,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",3750,9,3.55,37.2,"Y",12.4,"1",21,1,9000261,6,"C","","",.11786,1.3555,465,.09778,"",19,"","","","","","","857FR05A","WFMXT04.0BAA",2,14.07
1998,30,"Ford Motor Company",704,"8R32-4.0-F-592",2,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",3875,9,3.55,37.2,"Y",12.4,"1",2,1,1004313,6,"C","","",.09656,1.29957,467,.03459,"",18.9,"","","","","","","857HR05A","WFMXT04.0BAA",2,14.5
1998,30,"Ford Motor Company",704,"8R32-4.0-F-592",2,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",3875,9,3.55,37.2,"Y",12.4,"1",3,1,1004314,6,"H","","",.05207,.73611,320,.05811,"",27.6,"","","","","","","857HR05A","WFMXT04.0BAA",2,14.5
1998,30,"Ford Motor Company",705,"8U32-4.0-H-623",2,"EXPLORER 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",4250,9,3.27,31,"Y",12.4,"1",2,31,1004360,6,"C","","",.0686,.98021,488,.03641,"",18.1,"","","","","","","857BR00A","WFMXT04.0JAA",2,14.4
1998,30,"Ford Motor Company",705,"8U32-4.0-H-623",2,"EXPLORER 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",4250,9,3.27,31,"Y",12.4,"1",2,31,1004362,6,"C","","",.09496,1.24816,470,.02936,"",18.8,"","","","","","","857BR00A","WFMXT04.0JAA",2,14.4
1998,30,"Ford Motor Company",705,"8U32-4.0-H-623",2,"EXPLORER 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",4250,9,3.27,31,"Y",12.4,"1",3,31,1004359,6,"H","","",.02309,.32038,319,.00052,"",27.8,"","","","","","","857BR00A","WFMXT04.0JAA",2,14.4
1998,30,"Ford Motor Company",705,"8U32-4.0-H-623",2,"EXPLORER 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",4250,9,3.27,31,"Y",12.4,"1",3,31,1004361,6,"H","","",.04285,.31939,328,.0026,"",27,"","","","","","","857BR00A","WFMXT04.0JAA",2,14.4
1998,30,"Ford Motor Company",705,"8R32-4.0-C-595",1,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",3750,9,3.55,32.1,"Y",12.4,"1",2,1,1003071,6,"C","","",.0480095,.48181,482,.12566,"",18.4,"","","","","","","857SR05A","WFMXT04.0AAA",2,13.59
1998,30,"Ford Motor Company",705,"8R32-4.0-C-595",1,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",3750,9,3.55,32.1,"Y",12.4,"1",3,1,1003072,6,"H","","",.0059117,.0031,329,.27752,"",27,"","","","","","","857SR05A","WFMXT04.0AAA",2,13.59
1998,30,"Ford Motor Company",705,"8R32-4.0-F-592",1,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",3750,9,3.55,37.2,"Y",12.4,"1",3,1,9000262,6,"H","","",.05423,.61668,324,.13092,"",27.4,"","","","","","","857FR05A","WFMXT04.0BAA",2,14.07
1998,30,"Ford Motor Company",705,"8R32-4.0-F-592",1,"RANGER PICKUP 2WD","T",244,"N",160,8,20,99,"","","102","M5","R","2",3750,9,3.55,37.2,"Y",12.4,"1",21,1,9000261,6,"C","","",.11786,1.3555,465,.09778,"",19,"","","","","","","857FR05A","WFMXT04.0BAA",2,14.07
