MODEL_YEAR,MFR,MFR_CD,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Cnfg Num,Test Veh Displ (L),ACTUAL_TESTED_TESTGROUP,Vehicle Type,RATED_HP,NUM_CYLINDRS_ROTORS,ENGINE_CD,TESTED_TRANS_CD,TESTED_TRANS,# of Gears,TRANS_LOCKUP_YN,DRIVE_SYSTEM,DRIVE_SYSTEM_DESC,TOD_CD,TRANS_OVER_DRIVE,ETW,AXLE_RATIO,NV_RATIO,SIL_USAGE_CD,SIL_USAGE,TEST_NUMBER,Analytically Derived FE,TEST_PRC_CD,TEST_PROCEDURE,TEST_FUEL_CD,TEST_FUEL,TEST_CATEGORY,THC,CO,CO2,NOx,PM,RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,TARGET_COEF_A,TARGET_COEF_B,TARGET_COEF_C,SET_COEF_A,SET_COEF_B,SET_COEF_C,ATD_CODE,AFTERTREATMENT_DEVICE,POLICE_EMERG_VEH_YN,AVG_GRP_IND,AVG_WEIGHT_FACTOR,AVG_METHOD_CD,AVERAGING_METHOD
2009,BMW,BMX,BMW,Z4 sDrive35i,E164507,0,3,9BMXV03.054R,Car,300,6,3.0-D-N54-E89R,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3750,2.56,35.4,1,Not eqipped,9BMX10000385,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.05209,1.1145,365.45,0.0267,,24.1,MPG,,,,,34.5,0.48,0.01444,14.8,0.022,0.01821,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,Z4 sDrive35i,E164507,0,3,9BMXV03.054R,Car,300,6,3.0-D-N54-E89R,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3750,2.56,35.4,1,Not eqipped,9BMX10000392,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00211,0.3721,243.99,0.0039,,36.2,MPG,,,,,34.5,0.48,0.01444,14.8,0.022,0.01821,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,Z4 sDrive35i,E164507,1,3,9BMXV03.054R,Car,300,6,3.0-D-N54-E89R,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3750,2.56,35.4,1,Not eqipped,9BMX10000386,No,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.04543,1.5756,458.14,0.0313,,19.2,MPG,,,,,34.5,0.48,0.01444,14.8,0.022,0.01821,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,BMW,Z4 sDrive35i,E164507,1,3,9BMXV03.054R,Car,300,6,3.0-D-N54-E89R,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,3750,2.56,35.4,1,Not eqipped,9BMX10000393,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.04521,0.9354,279.9,0.0047,,31.4,MPG,,,,,34.5,0.48,0.01444,14.8,0.022,0.01821,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TL67000,1,1.6,9BMXV01.6ULR,Car,120,4,1.6-M-N12-R55,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,4.35,43,1,Not eqipped,9BMX10000243,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01605,0.0486,240.48,0.0093,,37,MPG,,,,,27.6,0.117,0.01793,10.4,-0.183,0.02061,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TL67000,1,1.6,9BMXV01.6ULR,Car,120,4,1.6-M-N12-R55,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,4.35,43,1,Not eqipped,9BMX10000244,Yes,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00107,0.217,170.91,0.0007,,51.9,MPG,,,,,27.6,0.117,0.01793,10.4,-0.183,0.02061,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TL77004,0,1.6,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R55,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,4.1,40.9,1,Not eqipped,9BMX10000317,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.01677,0.0415,277.35,0.0066,,32.1,MPG,,,,,36.6,-0.005,0.01884,16.2,-0.432,0.02281,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TL77004,0,1.6,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R55,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,4.1,40.9,1,Not eqipped,9BMX10000318,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00059,0.0244,185.67,0.001,,47.8,MPG,,,,,36.6,-0.005,0.01884,16.2,-0.432,0.02281,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TL77004,1,1.6,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R56,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,4.1,40.9,1,Not eqipped,9BMX10000319,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.02009,0.0365,268.37,0.0089,,33.1,MPG,,,,,35.5,-0.005,0.01858,11.9,-0.292,0.02131,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TL77004,1,1.6,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R56,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,4.1,40.9,1,Not eqipped,9BMX10000320,Yes,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00114,0.0231,182.09,0.0009,,48.8,MPG,,,,,35.5,-0.005,0.01858,11.9,-0.292,0.02131,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TN66021,1,1.6,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R56,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,4.1,39,1,Not eqipped,9BMX91000228,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0039425,0.0622689,194.0808537,0.0006201,,45.8,MPG,,,,,40.8,-0.005,0.018,12.9,-0.092,0.01878,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TN66021,1,1.6,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R56,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,4.1,39,1,Not eqipped,9BMX91000238,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0245311,0.1005491,287.7886846,0.0087975,,30.8,MPG,29.8879185,29.998672,33.4584367,,40.8,-0.005,0.018,12.9,-0.092,0.01878,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TN66021,1,1.6,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R56,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,4.1,39,1,Not eqipped,9BMX91000254,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.025438,0.114417,288.8783124,0.0130322,,30.7,MPG,29.55763,29.8885551,33.5358278,,40.8,-0.005,0.018,12.9,-0.092,0.01878,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TT64230,1,1.6,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R57,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,4.1,39.7,1,Not eqipped,9BMX10000311,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.02621,0.1242,271.07,0.0117,,32.6,MPG,,,,,36.7,-0.004,0.0192,16.8,-0.154,0.02005,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TT64230,1,1.6,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R57,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,4.1,39.7,1,Not eqipped,9BMX10000312,Yes,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00661,0.0612,190.92,0.0018,,46.3,MPG,,,,,36.7,-0.004,0.0192,16.8,-0.154,0.02005,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TT64230,3,1.6,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R55,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,4.1,39,1,Not eqipped,9BMX10000315,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.02108,0.0893,277.07,0.0167,,31.9,MPG,,,,,42.6,-0.005,0.01828,20.4,-0.234,0.02008,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TT64230,3,1.6,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R55,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,4.1,39,1,Not eqipped,9BMX10000316,Yes,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00918,0.0577,191.48,0.0024,,46.3,MPG,,,,,42.6,-0.005,0.01828,20.4,-0.234,0.02008,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TU66772,0,1.6,9BMXV01.6ULR,Car,120,4,1.6-M-N12-R57,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,4.35,26.7,1,Not eqipped,9BMX10000051,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.03079,0.153,243.38,0.0188,,36.6,MPG,,,,,28,0.113,0.01834,11.8,-0.101,0.0195,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper,TU66772,0,1.6,9BMXV01.6ULR,Car,120,4,1.6-M-N12-R57,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,4.35,26.7,1,Not eqipped,9BMX10000245,Yes,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00519,0.0925,173.04,0.0028,,51.4,MPG,,,,,28,0.113,0.01834,11.8,-0.101,0.0195,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper Convertible,TN66021,0,1.6,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R57,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,4.1,39,1,Not eqipped,9BMX10003873,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.02097,0.118,283.05,0.01,,31.4,MPG,,,,,42.6,-0.005,0.01909,15.6,-0.099,0.01958,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper Convertible,TN66021,0,1.6,9BMXV01.6ULR,Car,120,4,1.6-A-N12-R57,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,4.1,39,1,Not eqipped,9BMX10003892,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00099,0.0298,197.46,0.0012,,45.1,MPG,,,,,42.6,-0.005,0.01909,15.6,-0.099,0.01958,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TL83004,0,1.6,9BMXV01.6LER,Car,175,4,1.6-M-N14-R55,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.65,42.5,1,Not eqipped,9BMX10000112,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01381,0.1462,263.67,0.0076,,33.6,MPG,,,,,27.2,0.149,0.01852,8.3,-0.18,0.02178,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TL83004,0,1.6,9BMXV01.6LER,Car,175,4,1.6-M-N14-R55,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.65,42.5,1,Not eqipped,9BMX10000113,Yes,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00653,0.1465,183.02,0.0025,,48.4,MPG,,,,,27.2,0.149,0.01852,8.3,-0.18,0.02178,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TL83004,1,1.6,9BMXV01.6LER,Car,175,4,1.6-M-N14-R56,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,3.65,42.5,1,Not eqipped,9BMX10000114,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01573,0.2558,262.39,0.0086,,33.8,MPG,,,,,25.7,0.149,0.01957,6.7,-0.171,0.02277,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TL83004,1,1.6,9BMXV01.6LER,Car,175,4,1.6-M-N14-R56,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,3.65,42.5,1,Not eqipped,9BMX10000115,Yes,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00273,0.1316,181.64,0.0019,,48.7,MPG,,,,,25.7,0.149,0.01957,6.7,-0.171,0.02277,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TL88008,0,1.6,9BMXV01.6LER,Car,175,4,1.6-A-N14-R55,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3250,3.68,35,1,Not eqipped,9BMX10000092,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01551,0.2161,309.12,0.014,,28.7,MPG,,,,,35.5,0.005,0.01968,10,0.05,0.01863,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TL88008,0,1.6,9BMXV01.6LER,Car,175,4,1.6-A-N14-R55,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3250,3.68,35,1,Not eqipped,9BMX10000093,Yes,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.01957,0.3389,200.18,0.0031,,44.2,MPG,,,,,35.5,0.005,0.01968,10,0.05,0.01863,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TL88008,1,1.6,9BMXV01.6LER,Car,175,4,1.6-A-N14-R56,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,3.68,35,1,Not eqipped,9BMX10000094,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01652,0.2141,292.66,0.0126,,30.2,MPG,,,,,34.3,0.005,0.02073,7,0.006,0.02056,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TL88008,1,1.6,9BMXV01.6LER,Car,175,4,1.6-A-N14-R56,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,3.68,35,1,Not eqipped,9BMX10000095,Yes,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.02123,0.3878,197.64,0.0027,,44.7,MPG,,,,,34.3,0.005,0.02073,7,0.006,0.02056,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TT90932,0,1.6,9BMXV01.6LER,Car,175,4,1.6-M-N14-R57,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.65,42.5,1,Not eqipped,9BMX10000204,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01188,0.1692,263.16,0.0107,,33.8,MPG,,,,,28.5,0.113,0.01923,10.3,-0.253,0.02231,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TT90932,0,1.6,9BMXV01.6LER,Car,175,4,1.6-M-N14-R57,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.65,42.5,1,Not eqipped,9BMX10000205,Yes,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.01761,0.4037,178.17,0.0017,,49.8,MPG,,,,,28.5,0.113,0.01923,10.3,-0.253,0.02231,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TT90932,1,1.6,9BMXV01.6LER,Car,175,4,1.6-M-N14-R57,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.65,42.7,1,Not eqipped,9BMX10000208,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01032,0.2253,266.84,0.0098,,33.3,MPG,,,,,34.7,0.143,0.01885,18.3,-0.226,0.02147,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TT90932,1,1.6,9BMXV01.6LER,Car,175,4,1.6-M-N14-R57,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.65,42.7,1,Not eqipped,9BMX10000209,Yes,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0082,0.1953,194.67,0.0026,,45.5,MPG,,,,,34.7,0.143,0.01885,18.3,-0.226,0.02147,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TT90932,2,1.6,9BMXV01.6LER,Car,175,4,1.6-M-N14-R56,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,3.65,42.7,1,Not eqipped,9BMX10000210,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01464,0.3122,263.08,0.0062,,33.8,MPG,,,,,32.6,0.143,0.01906,15.6,-0.107,0.02058,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TT90932,2,1.6,9BMXV01.6LER,Car,175,4,1.6-M-N14-R56,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3000,3.65,42.7,1,Not eqipped,9BMX10000211,Yes,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0045,0.1949,195.15,0.0019,,45.6,MPG,,,,,32.6,0.143,0.01906,15.6,-0.107,0.02058,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TT90932,3,1.6,9BMXV01.6LER,Car,175,4,1.6-M-N14-R55,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.65,42.7,1,Not eqipped,9BMX10000212,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01254,0.2614,264.83,0.009,,33.5,MPG,,,,,34.5,0.143,0.01809,17.3,-0.104,0.0195,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TT90932,3,1.6,9BMXV01.6LER,Car,175,4,1.6-M-N14-R55,M,Manual,6,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3125,3.65,42.7,1,Not eqipped,9BMX10000213,Yes,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00426,0.1432,193.42,0.0019,,46,MPG,,,,,34.5,0.143,0.01809,17.3,-0.104,0.0195,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TV36444,1,1.6,9BMXV01.6LER,Car,175,4,1.6-A-N14-R57,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3250,3.68,21.7,1,Not eqipped,9BMX10000182,Yes,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.01405,0.2187,286.99,0.0105,,31,MPG,,,,,37.1,-0.004,0.0201,11.8,-0.169,0.02128,TWC,Three-way catalyst,N,,,N,No averaging
2009,BMW,BMX,Mini,Mini Cooper S,TV36444,1,1.6,9BMXV01.6LER,Car,175,4,1.6-A-N14-R57,A,Automatic,6,Y,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3250,3.68,21.7,1,Not eqipped,9BMX10000183,Yes,3,HWFE,23,CARB Phase II Gasoline,HWY,0.03435,0.7389,197.85,0.0022,,44.6,MPG,,,,,37.1,-0.004,0.0201,11.8,-0.169,0.02128,TWC,Three-way catalyst,N,,,N,No averaging
2009,Chrysler Group LLC,CRX,Chrysler,ASPEN HYBRID 4WD,N9HG59424,0,5.7,9CRXT05.71PH,Truck,350,8,AA-300,CVT,Continuously Variable,1,Y,4,4-Wheel Drive,2,Top gear ration < 1,6000,3.21,27.2,1,Not eqipped,9CRX10000538,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0041643,0.1847816,295.496316,,,30.1,MPG,,,,,43.06,0.3478,0.03004,15.17,0.2468,0.02854,TWC,Three-way catalyst,N,,,N,No averaging
2009,Chrysler Group LLC,CRX,Chrysler,ASPEN HYBRID 4WD,N9HG59424,0,5.7,9CRXT05.71PH,Truck,350,8,AA-300,CVT,Continuously Variable,1,Y,4,4-Wheel Drive,2,Top gear ration < 1,6000,3.21,27.2,1,Not eqipped,9CRX10000539,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.05052,0.54063,358.156,0.01885,,24.8,MPG,,,,,43.06,0.3478,0.03004,15.17,0.2468,0.02854,TWC,Three-way catalyst,N,,,N,No averaging
2009,Chrysler Group LLC,CRX,Dodge,Challenger,L9LXF5084,3,3.5,9CRXV03.5TN0,Car,250,6,FA-500,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4000,2.87,28.9,1,Not eqipped,9CRX10002967,Yes,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,,,,,,22.1,MPG,,,,,27.97,0.9215,0.01196,27.97,0.9215,0.01196,TWC,Three-way catalyst,N,,,N,No averaging
2009,Chrysler Group LLC,CRX,Dodge,Challenger,L9LXF5084,3,3.5,9CRXV03.5TN0,Car,250,6,FA-500,A,Automatic,5,Y,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4000,2.87,28.9,1,Not eqipped,9CRX10002968,Yes,3,HWFE,61,Tier 2 Cert Gasoline,HWY,,,,,,34.7,MPG,,,,,27.97,0.9215,0.01196,27.97,0.9215,0.01196,TWC,Three-way catalyst,N,,,N,No averaging
2009,Chrysler Group LLC,CRX,Jeep,Patriot,V9PMD0821,0,2,9CRXV01.81P0,Car,165,4,AA-400,M,Manual,4,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,2.97,37.5,1,Not eqipped,9CRX10003512,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.032865,0.827515,301.31835,0.008578,,29.3,MPG,,,,,26.78,0.341,0.02484,12.6,0.1344,0.02543,TWC,Three-way catalyst,N,,,N,No averaging
2009,Chrysler Group LLC,CRX,Jeep,Patriot,V9PMD0821,0,2,9CRXV01.81P0,Car,165,4,AA-400,M,Manual,4,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,2.97,37.5,1,Not eqipped,9CRX10003513,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.004904,0.297297,219.104,0.007692,,40.4,MPG,,,,,26.78,0.341,0.02484,12.6,0.1344,0.02543,TWC,Three-way catalyst,N,,,N,No averaging
2009,Chrysler Group LLC,CRX,Jeep,Patriot,V9PMD0821,0,2,9CRXV01.81P0,Car,165,4,AA-400,M,Manual,4,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,2.97,37.5,1,Not eqipped,9CRX10003514,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.042274,0.757193,298.45103,0.005773,,29.6,MPG,,,,,26.78,0.341,0.02484,12.6,0.1344,0.02543,TWC,Three-way catalyst,N,,,N,No averaging
2009,Chrysler Group LLC,CRX,Jeep,Patriot,V9PMD0821,0,2,9CRXV01.81P0,Car,165,4,AA-400,M,Manual,4,N,F,"2-Wheel Drive, Front",2,Top gear ration < 1,3375,2.97,37.5,1,Not eqipped,9CRX10003515,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.002749,0.221355,221.088,0.007945,,40.1,MPG,,,,,26.78,0.341,0.02484,12.6,0.1344,0.02543,TWC,Three-way catalyst,N,,,N,No averaging
2009,CSC,CSC,Super car Maker,Cool Car,CSC323MAHCAR,0,0.003,8CSCB03.7ABC,Both,300,,superengine1,A,Automatic,5,Y,F,"2-Wheel Drive, Front",1,No gear ratio < 1,13500,5.5,99,1,Not eqipped,8CSC10000002,No,11,Cold CO,6,EPA Unleaded Gasoline,FTP,1.056,37,0.9564,0.55,,,MPG,,,,,-99.9,9.9,9,-77.8,5.5,9,,,N,,,N,No averaging
2009,Ferrari,FEX,Ferrari,California,ZFFLG65B000156049,0,4.3,9FEXV04.3GDI,Car,453,8,F136 IB,A,Automatic,7,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,4.44,39.2,5,"Equipped, shifted by survey schedule",9FEX10002383,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.03,1.069,576.733,0.006,,15.3,MPG,,,,,46.03,0.115,0.017,6.892,-0.013,0.018,TWC,Three-way catalyst,N,,,N,No averaging
2009,Ferrari,FEX,Ferrari,California,ZFFLG65B000156049,0,4.3,9FEXV04.3GDI,Car,453,8,F136 IB,A,Automatic,7,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,4.44,39.2,5,"Equipped, shifted by survey schedule",9FEX10002384,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.001,0.607,340.934,0.01,,25.9,MPG,,,,,46.03,0.115,0.017,6.892,-0.013,0.018,TWC,Three-way catalyst,N,,,N,No averaging
2009,Ferrari,FEX,Ferrari,California,ZFFLG65B000156049,0,4.3,9FEXV04.3GDI,Car,453,8,F136 IB,A,Automatic,7,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,4.44,39.2,5,"Equipped, shifted by survey schedule",9FEX91000109,No,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0121436,0.5324296,336.8435768,0.0078861,,26.3,MPG,,,,,46.03,0.115,0.017,6.892,-0.013,0.018,TWC,Three-way catalyst,N,,,N,No averaging
2009,Ferrari,FEX,Ferrari,California,ZFFLG65B000156049,0,4.3,9FEXV04.3GDI,Car,453,8,F136 IB,A,Automatic,7,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,4.44,39.2,5,"Equipped, shifted by survey schedule",9FEX91000115,No,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.042677,0.8006078,564.1775493,0.0104539,,15.7,MPG,16.1794535,14.3924185,18.5784648,,46.03,0.115,0.017,6.892,-0.013,0.018,TWC,Three-way catalyst,N,,,N,No averaging
2009,Fiat,FTG,Alfa Romeo,8C Spider,ZARJA281090047440,0,4.7,9FTGV04.7LEV,Car,444,8,AR8C,A,Automatic,6,N,R,"2-Wheel Drive, Rear",2,Top gear ration < 1,4250,4.18,40.9,2,"Equipped, not shifted by SIL",9FTG10004675,Yes,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.023,0.769,620.977,0.012,,14.2,MPG,,,,,54.532,0.4144,0.0216,31.473,0.0326,0.024,TWC,Three-way catalyst,N,,,N,No averaging
